pclass,survived,sex,age,sibsp,parch,fare,cabin,embarked,title
3,0,male,20.0,0,0,8.6625,,S,Mr
3,0,male,16.0,0,0,9.2167,,S,Mr
3,1,female,31.0,0,0,8.6833,,S,Mrs
3,0,female,,0,0,7.6292,,Q,Miss
3,0,male,2.0,3,1,21.075,,S,Master
3,0,male,6.0,3,1,21.075,,S,Master
3,0,female,3.0,3,1,21.075,,S,Miss
3,0,female,8.0,3,1,21.075,,S,Miss
3,0,female,29.0,0,4,21.075,,S,Mrs
3,0,male,1.0,4,1,39.6875,,S,Master
3,0,male,7.0,4,1,39.6875,,S,Master
3,0,male,2.0,4,1,39.6875,,S,Master
3,0,male,16.0,4,1,39.6875,,S,Mr
3,0,male,14.0,4,1,39.6875,,S,Mr
3,0,female,41.0,0,5,39.6875,,S,Mrs
3,0,male,21.0,0,0,8.6625,,S,Mr
3,0,male,19.0,0,0,14.5,,S,Mr
3,0,male,,0,0,8.7125,,C,Mr
3,0,male,32.0,0,0,7.8958,,S,Mr
3,0,male,0.75,1,1,13.775,,S,Master
3,0,female,3.0,1,1,13.775,,S,Miss
3,0,female,26.0,0,2,13.775,,S,Mrs
3,0,male,,0,0,7.0,,S,Mr
3,0,male,,0,0,7.775,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,21.0,0,0,7.925,,S,Mr
3,0,male,25.0,0,0,7.925,,S,Mr
3,0,male,22.0,0,0,7.25,,S,Mr
3,1,male,25.0,1,0,7.775,,S,Mr
3,1,male,,1,1,22.3583,,C,Master
3,1,female,,1,1,22.3583,F,C,Miss
3,1,female,,0,2,22.3583,,C,Mrs
3,0,female,,0,0,8.1375,,Q,Miss
3,0,male,24.0,0,0,8.05,,S,Mr
3,0,female,28.0,0,0,7.8958,,S,Miss
3,0,male,19.0,0,0,7.8958,,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,25.0,1,0,7.775,,S,Mr
3,0,female,18.0,0,0,7.775,,S,Miss
3,1,male,32.0,0,0,8.05,E10,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,17.0,0,0,8.6625,,S,Mr
3,0,male,24.0,0,0,8.6625,,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,female,,0,0,8.1125,,S,Mrs
3,0,male,,0,0,7.2292,,C,Mr
3,0,male,,0,0,7.25,,S,Mr
3,0,male,38.0,0,0,7.8958,,S,Mr
3,0,male,21.0,0,0,8.05,,S,Mr
3,0,male,10.0,4,1,29.125,,Q,Master
3,0,male,4.0,4,1,29.125,,Q,Master
3,0,male,7.0,4,1,29.125,,Q,Master
3,0,male,2.0,4,1,29.125,,Q,Master
3,0,male,8.0,4,1,29.125,,Q,Master
3,0,female,39.0,0,5,29.125,,Q,Mrs
3,0,female,22.0,0,0,39.6875,,S,Miss
3,0,male,35.0,0,0,7.125,,S,Mr
3,1,female,,0,0,7.7208,,Q,Miss
3,0,male,,0,0,14.5,,S,Mr
3,0,female,,0,0,14.5,,S,Mrs
3,0,male,50.0,1,0,14.5,,S,Mr
3,0,female,47.0,1,0,14.5,,S,Mrs
3,0,male,,0,0,8.05,,S,Mr
3,0,male,,0,0,7.775,,S,Mr
3,0,female,2.0,1,1,20.2125,,S,Miss
3,0,male,18.0,1,1,20.2125,,S,Mr
3,0,female,41.0,0,2,20.2125,,S,Mrs
3,1,female,,0,0,8.05,,S,Miss
3,0,male,50.0,0,0,8.05,,S,Mr
3,0,male,16.0,0,0,8.05,,S,Mr
3,1,male,,0,0,7.75,,Q,Mr
3,0,male,,0,0,24.15,,Q,Mr
3,0,male,,0,0,7.2292,,C,Mr
3,0,male,25.0,0,0,7.225,,C,Mr
3,0,male,,0,0,7.225,,C,Mr
3,0,male,,0,0,7.7292,,Q,Mr
3,0,male,,0,0,7.575,,S,Mr
3,0,male,38.5,0,0,7.25,,S,Mr
3,0,male,,8,2,69.55,,S,Master
3,0,male,14.5,8,2,69.55,,S,Master
3,0,female,,8,2,69.55,,S,Miss
3,0,female,,8,2,69.55,,S,Miss
3,0,female,,8,2,69.55,,S,Miss
3,0,female,,8,2,69.55,,S,Miss
3,0,male,,8,2,69.55,,S,Mr
3,0,male,,8,2,69.55,,S,Mr
3,0,male,,8,2,69.55,,S,Mr
3,0,male,,1,9,69.55,,S,Mr
3,0,female,,1,9,69.55,,S,Mrs
3,0,male,24.0,0,0,9.325,,S,Mr
3,1,female,21.0,0,0,7.65,,S,Miss
3,0,male,39.0,0,0,7.925,,S,Mr
3,0,male,,2,0,21.6792,,C,Mr
3,0,male,,2,0,21.6792,,C,Mr
3,0,male,,2,0,21.6792,,C,Mr
3,1,female,1.0,1,1,16.7,G6,S,Miss
3,1,female,24.0,0,2,16.7,G6,S,Mrs
3,1,female,4.0,1,1,16.7,G6,S,Miss
3,1,male,25.0,0,0,9.5,,S,Mr
3,0,male,20.0,0,0,8.05,,S,Mr
3,0,male,24.5,0,0,8.05,,S,Mr
3,0,male,,0,0,7.725,,Q,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,,0,0,7.75,,Q,Mr
3,1,male,29.0,0,0,9.5,,S,Mr
3,0,male,,0,0,15.1,,S,Mr
3,1,female,,0,0,7.7792,,Q,Miss
3,0,male,,0,0,8.05,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,22.0,0,0,7.2292,,C,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,40.0,0,0,7.8958,,S,Mr
3,0,male,21.0,0,0,7.925,,S,Mr
3,1,female,18.0,0,0,7.4958,,S,Miss
3,0,male,4.0,3,2,27.9,,S,Master
3,0,male,10.0,3,2,27.9,,S,Master
3,0,female,9.0,3,2,27.9,,S,Miss
3,0,female,2.0,3,2,27.9,,S,Miss
3,0,male,40.0,1,4,27.9,,S,Mr
3,0,female,45.0,1,4,27.9,,S,Mrs
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,,0,0,8.6625,,S,Mr
3,0,male,,0,0,7.75,,Q,Mr
3,1,female,,0,0,7.7333,,Q,Miss
3,0,male,19.0,0,0,7.65,F,S,Mr
3,0,male,30.0,0,0,8.05,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,32.0,0,0,8.05,,S,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,33.0,0,0,8.6625,,C,Mr
3,1,female,23.0,0,0,7.55,,S,Miss
3,0,male,21.0,0,0,8.05,,S,Mr
3,0,male,60.5,0,0,,,S,Mr
3,0,male,19.0,0,0,7.8958,,S,Mr
3,0,female,22.0,0,0,9.8375,,S,Miss
3,1,male,31.0,0,0,7.925,,S,Mr
3,0,male,27.0,0,0,8.6625,,S,Mr
3,0,female,2.0,0,1,10.4625,G6,S,Miss
3,0,female,29.0,1,1,10.4625,G6,S,Mrs
3,1,male,16.0,0,0,8.05,,S,Mr
3,1,male,44.0,0,0,7.925,,S,Mr
3,0,male,25.0,0,0,7.05,,S,Mr
3,0,male,74.0,0,0,7.775,,S,Mr
3,1,male,14.0,0,0,9.225,,S,Mr
3,0,male,24.0,0,0,7.7958,,S,Mr
3,1,male,25.0,0,0,7.7958,,S,Mr
3,0,male,34.0,0,0,8.05,,S,Mr
3,1,male,0.4167,0,1,8.5167,,C,Master
3,0,male,,1,0,6.4375,,C,Mr
3,0,male,,0,0,6.4375,,C,Mr
3,0,male,,0,0,7.225,,C,Mr
3,1,female,16.0,1,1,8.5167,,C,Mrs
3,0,male,,0,0,8.05,,S,Mr
3,0,male,,1,0,16.1,,S,Mr
3,1,female,,1,0,16.1,,S,Mrs
3,0,male,32.0,0,0,7.925,,S,Mr
3,0,male,,0,0,7.75,F38,Q,Mr
3,0,male,,0,0,7.8958,,S,Mr
3,0,male,30.5,0,0,8.05,,S,Mr
3,0,male,44.0,0,0,8.05,,S,Mr
3,0,male,,0,0,7.2292,,C,Mr
3,1,male,25.0,0,0,0.0,,S,Mr
3,0,male,,0,0,7.2292,,C,Mr
3,1,male,7.0,1,1,15.2458,,C,Master
3,1,female,9.0,1,1,15.2458,,C,Miss
3,1,female,29.0,0,2,15.2458,,C,Mrs
3,0,male,36.0,0,0,7.8958,,S,Mr
3,1,female,18.0,0,0,9.8417,,S,Miss
3,1,female,63.0,0,0,9.5875,,S,Mrs
3,0,male,,1,1,14.5,,S,Master
3,0,male,11.5,1,1,14.5,,S,Master
3,0,male,40.5,0,2,14.5,,S,Mr
3,0,female,10.0,0,2,24.15,,S,Miss
3,0,male,36.0,1,1,24.15,,S,Mr
3,0,female,30.0,1,1,24.15,,S,Mrs
3,0,male,,0,0,9.5,,S,Mr
3,0,male,33.0,0,0,9.5,,S,Mr
3,0,male,28.0,0,0,9.5,,S,Mr
3,0,male,28.0,0,0,9.5,,S,Mr
3,0,male,47.0,0,0,9.0,,S,Mr
3,0,female,18.0,2,0,18.0,,S,Miss
3,0,male,31.0,3,0,18.0,,S,Mr
3,0,male,16.0,2,0,18.0,,S,Mr
3,0,female,31.0,1,0,18.0,,S,Mrs
3,1,male,22.0,0,0,7.225,,C,Mr
3,0,male,20.0,0,0,7.8542,,S,Mr
3,0,female,14.0,0,0,7.8542,,S,Miss
3,0,male,22.0,0,0,7.8958,,S,Mr
3,0,male,22.0,0,0,9.0,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,,0,0,7.55,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,32.5,0,0,9.5,,S,Mr
3,1,female,38.0,0,0,7.2292,,C,Mrs
3,0,male,51.0,0,0,7.75,,S,Mr
3,0,male,18.0,1,0,6.4958,,S,Mr
3,0,male,21.0,1,0,6.4958,,S,Mr
3,1,female,47.0,1,0,7.0,,S,Mrs
3,0,male,,0,0,8.7125,,S,Mr
3,0,male,,0,0,7.55,,S,Mr
3,0,male,,0,0,8.05,,S,Mr
3,0,male,28.5,0,0,16.1,,S,Mr
3,0,male,21.0,0,0,7.25,,S,Mr
3,0,male,27.0,0,0,8.6625,,S,Mr
3,0,male,,0,0,7.25,,S,Mr
3,0,male,36.0,0,0,9.5,,S,Mr
3,0,male,27.0,1,0,14.4542,,C,Mr
3,1,female,15.0,1,0,14.4542,,C,Mrs
3,0,male,45.5,0,0,7.225,,C,Mr
3,0,male,,0,0,7.225,,C,Mr
3,0,male,,0,0,14.4583,,C,Mr
3,0,female,14.5,1,0,14.4542,,C,Miss
3,0,female,,1,0,14.4542,,C,Miss
3,0,male,26.5,0,0,7.225,,C,Mr
3,0,male,27.0,0,0,7.225,,C,Mr
3,0,male,29.0,0,0,7.875,,S,Mr
